feedback_id,feedback,title,author_codes,channel,product_area,source_dataset
Q3explainR_2oIcAx4Lnx4pZUE,"Thank you for bringing this to my attention, the PubPeer comments were made 17 years after our publication and I agree with the anonymous commenter and [name sleuth] that it is hard to see how the re-use of an altered image could have been made inadvertently. However, the observation in that particular panel is just one small piece of supporting evidence. The apparent image duplication does not change the conclusions of our publication.",Explain PubPeer concern / citation context — cit54_1,relevant-comment; intent; no-serious-consequence; thanks; old-paper; duplication; ANONYMISED,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2jO4XipCoKso7JY,"see my comments and our email

Dear [2 names of members of the survey project]!
 
Thank you very much for your email and query whether we will take your survey on Post-Publication Peer Review (PPPR),
 
We don’t want to step on your toes, but we are a bit surprised to see that your NanoBubbles EU project is presumably referring to and including comments from PubPeer in your investigation. But maybe we misunderstand? Please see the attached fresh article.
 
While there may be some relevant bits and pieces on the PubPeer platform our experience is solely negative. Basically, the platform is used to defame scientists with subjective non-scientific claims often based on AI-generated nonsense. Using it as a valid platform for serious post-publication discussions is like white-washing money. It is used for falsified claims to support secondary non-scientific agendas. Parallel to the comments on PubPeer, these are copy-pasted into harassing emails that are sent broadly to author colleagues, collaborators, journals where they are editors and even to the Rectorate of Universities including Ethics Departments. In our case all these has either been desk-rejected or post-investigation rejected. This creates a lot of work, unnecessary noise and defamation that pull the inertia out of scientific progress.
 
The overall problem with this is that people are anonymous using fake names and invented emails for the case, often stealing names of known persons. This is to hide their real identity including that they are not knowledgeable in the scientific field where they are anonymously chasing known scientists like us. The only one not being anonymous and clearly involved in all this is [sleuth name] and his group having a platform known as [name of platform] spreading lies and claims in a way so that he should be put into court.
 
In many cases their goal is for sure not to increase the quality of scientific purposes and for the greater good of our globe through PPPR, but to gain either monetary or kind of promotional advantages though we do not have any information about this. They could also basically be mental ill. As an example, one single profile that has also made claims towards us, has made more than 500 AI-generated claims on PubPeer on one single week. All very similar clearly trying to create a problem that is not there. Very sad to see. 
 
Our experience with PPPR conducted via PubPeer is that it’s used for non-scientific purposes and that we cannot support its use in any investigation given it’s not a controlled legal and scientific and ethically sound information platform with people of known identity and scientific background. Frankly, the quality and its aim are like the platforms X and Trump Truth. These are all equally used for invalid spread of lies, defamation, harassment and racist purposes used in a whole other contest. 
 
If you are interested, we can send some examples of our journal responses so that you can see what we are up against. These will of course be confidential; however, they will give you an idea of the problem. These are all accepted by the journals and the cases has been closed.
 
We wish you good luck with your project and we will take the survey now. 
 
We are sorry if some of the text above is a bit harsh, but we are getting very tired after 2 years of harassment.
 
Our best regards, [name], [name] and [name]",Explain PubPeer concern / citation context — com53_1,pubpeer-not-ok; pubpeer-misuse; anonymity; to-be-discussed-group; AI; consequence-reputation; ANONYMISED,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_133zY8jThCXRGZs,"Although I agree with the concept of PubPeer, most of what is found is honest errors that do not affect the conclusions of the work. Additionally, PubPeer itself makes errors and so one must be skeptical of their findings.",Final open comment — cit55_5,pubpeer-ok-but; error-not-fraud; no-serious-consequence; other,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_145cvMvy3AKPnYB,I worry that research competitors will start trying to criticize work from others.,Final open comment — cit56_5,pubpeer-misuse,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_1Po2F6nMkOKWl4j,We decided to agree in a request to withdraw that article,Final open comment — cit57_5,retraction/retracted,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_20C9Tn4dKHxN4Ld,I think it's very interesting to hear the comments of other scientists about your work. However it's too work-demanding to expect authors continue with the discussion in the long-term after publication,Final open comment — cit58_5,old-paper; time,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2f4tmtq1RCeqpcR,PubPeer needs to be peer-reviewed to exclude malicious content.,Final open comment — cit59_5,pubpeer-control,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2GPUmNs0oFkd5tn,"I have given a detailed explanation in the previous section; if errors are found, contacting the corresponding author first before publishing would be good; also, highlighting if it is a major or minor error and if it has an impact on the conclusion /main gist of the paper would be good. publishing isolated figures e.g Fig 2c...without even showing the entire fig...focussing on western blots done 15 years ago where typically it was accepable to cut and paste lanes/bands, when it does not impact the conclusion causes undue stress on diligent researchers tainting them.",Final open comment — cit60_5,contacting-authors; differentiate-minor-major; old-paper; consequence-psychological,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2gU7CYEQbynUWkT,"les commentaires Pubpeer ne sont pas tous bon à prendre. J'ai remarqué que c'est une technique utilisée pour s'en prendre à certaines personnes. parfois, les commentaires sont justifiés, parfois non. Un commentaire Pubpeer sur un article que j'ai cité, ce n'est pas ma responsabilité! Le commentaire Pubpeer ne fait pas partie de l'article publié. 
d'autant plus que le commentaire est apparu après ma publication!  d'autre part, certains commentaires arrivent très tard après publication, on ne les voit pas si on publie en citant des références récentes. Il faudrait qu'il y ait une obligation pour les commentateurs de faire leur commentaires dans un délais de 6 mois. C'est généralement des gens qui suivent de près le sujet et c'est possible. Le commentaire Pubpeer ne fait pas partie de l'article publié.
je trouve que ce systeme est aujourd'hui perverti. D'ailleurs, les commentaires concernent souvent des images de western blot ou IF mais pas des images de Facs qui sont aisément falsifiables, ou à d'autres résultats, bioinformatique par exemple. Alors si vous faites beaucoup de western, vous avez plus de chance d'avoir des commentaires.
Le point positif de Pubpeer, c'est parait-il, grace à ce systeme que les faux article ont été détectés.
S'il n'existait pas ce systeme d'editeurs qui publient n'importe quoi pour gagner de l'argent, on n'en serait pas là.
Je ne veux pas fonctionner avec les avis, les tweet et les emoticones. C'est pas ça la science.",Final open comment — cit61_5,pubpeer-misuse; responsibility-to-authors; time; pubpeer-ok-but; other,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2HA06b9E2znc5db,"As has been studied and shown, the types of errors most often pointed out on pubpeer occur frequently. In manuscripts containing large numbers of (western blot (ours contained 87 panels), FACS, IHC,..) panels, duplication errors are quite common. These mistakes most often happen during labelling, figure assembly etc. 
I believe it is important to point out these mistakes and correct the scientific literature, to ensure veracity of the data and conclusions. Pubpeer and science journalism has played a big role in preventing author sloppiness, in better record keeping systems and in providing original data (now required for most open access journals). 
Having said that (and the reason I do not use pubpeer more myself), the platform has not evolved one step further toward discussion of the science, validity and reproducibility of conclusions in manuscripts (including those that do not contain panel duplications or splicing in western blots). The anomalies pointed out on pubpeer are not placed in context of the study as a whole or of the literature relevant to the study. In our case, the flagged panels confirmed data from an unbiased Mass Spec screen, and these data were further confirmed in the manuscript by functional data in multiple models. In fact the removal of the flagged panels would have had no effect on the conclusions of the manuscript, which were confirmed and published by multiple independent studies in the following years. 
In addition, given that many manuscripts contain the types of errors (which do not alter the conclusions of the manuscript), the specific selection of a minority of manuscripts to highlight can facilitate predatory anonymous finger pointing. Therefore the impact of the platform as a whole is limited from my perspective.",Final open comment — com62_5,pubpeer-ok-but; other; reproducibility; anonymity; no-serious-consequence; error-duplication,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2haQvpfwNxt155y,"I think post publication peer review can be a good think to spot mistake/errors and correct them, provided it is performed in a honest an collegial manner",Final open comment — com63_5,pubpeer-ok; constructive,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2LT3Ru9LyP2KpzT,For us it was a waste of time to proof we did not commit fraud.,Final open comment — com64_5,time,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2mJzumDYkjbu7jC,"I really feel what you mentioned is a minor error. There are published manuscript in which one can observed real data manipulation, but here, I do not feel it is the case",Final open comment — cit65_5,error-not-fraud,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2MqfYTF34tT8M7f,"Towards Ethical and Constructive Post-Publication Commentary in Science: The post-publication commentary is a critical element of scientific progress. If carried out responsibly, it serves to refine, validate, and sometimes correct published findings. However, in recent years, the misuse of anonymous online platforms for unverified and often non-expert criticism has raised serious ethical concerns. Instead of contributing to scholarly debate, these platforms are mostly weaponized for personal, institutional, or competitive motives, resulting in reputational harm and undue stress for researchers, and most concerning, damage to master's and PhD students' and postdocs' careers.

To maintain the integrity of the scientific process, post-publication commentary must adhere to the same standards of accountability and professionalism as peer review itself. This includes:

1) Transparency: Comments should be authored by individuals who disclose their identity and relevant expertise. Anonymity, while protecting whistleblowers in rare cases, should not be a default mode of communication in science.

2) Constructive Intent: The objective should be to clarify, question, or improve upon scientific work,  not to discredit or harass authors.

3) Evidence-Based Critique: Feedback must be supported by scientific reasoning, data, or clear methodological analysis, not opinions or speculative assumptions.

4) Proper Channels: Comments should be submitted to the journal editors, official post-publication peer review systems, or institutional forums designed to handle scientific discussions, not informal or social media platforms where moderation and expertise are limited.

5) Respect and Professionalism: Even when identifying flaws, the tone should remain respectful. Science thrives on debate, not defamation.

Establishing formal, moderated platforms for post-publication discussion, where contributors are verified and discussions are archived responsibly, is a more sustainable and ethical alternative. By doing so, we can preserve the credibility of science while encouraging openness, dialogue, and continuous improvement in published research.",Final open comment — com66_5,pubpeer-ok-but; pubpeer-misuse; anonymity; consequence-reputation;; data; tone; responsibility-to-journals; pubpeer-control,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2SjDqRncs7hOm8i,"I think the work of PubPeer is extremely important. Though in the current political climate, the often annonymisly posted comments are an easy way to criticise the whole process/platform. But I understand that within the often very small scientific communities, it makes often little sense to openly questions colleagues due to the many ways this will most likely backfire (annonymous peer review...). If PubPeer would have retired scientists or some that are not actively in science but have the expertise that could serve as moderators, in a way that they post the comments that they were made aware off, it could avoid many of the above mentioned issues.",Final open comment — cit67_5,pubpeer-ok-but; anonymity; pubpeer-control,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2wj1Pu2yG3iWuDT,"A retracted paper should be labelled in all the citing works, at least in its electronic version. This practice could improve the selection made by authors for the bibliography",Final open comment — cit68_5,retraction/retracted; other,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2WuZRLzm8pqZG9z,"Pubpeer : can be used as harrassment, no control.",Final open comment — com69_5,pubpeer-misuse; pubpeer-control,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_3CFUnatHPf1GJIl,"Authors often feel attacked by half-baked or even wrong critiques that stick around forever on pubpeer, searchable by Google, with no editorial gatekeeping. If PubPeer tolerates incorrect or speculative anonymous comments, why should flawed but peer-reviewed papers be treated more harshly?",Final open comment — cit70_5,pubpeer-control; tone; anonymity,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_3dpnjecmr58B0md,"Luckily, the concerned publication is not a major reference of my publication. However, if the comments were made more easily accessible, it would have benefitted the research community.",Final open comment — cit71_5,no-serious-consequence; pubpeer-comment-visibility,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_3HnxcVXlj74xPLH,"Yes. I find the way of being contacted by a third party platform highly questionable. The comment remains in the internet without having the possibility to change or delete it. There was no way of contacting a person from nanobubble even after intense research. This is not a good scientific way. All authors, especially the main author, can be contacted either via the publisher or via the institutional email address. I do not agree with the concept of this one-way communication. The result would have been the same. Nanobubble had no contribution. So, why don’t you simply contact the authors directly? Why don’t you offer an email address to contact? It appears that you are hiding behind “good intentions”. Why don’t you give the authors the chance to delete the comments from the internet after it has been corrected or discussed? I do not support your concept. I never received an answer to my comment on your platform.",Final open comment — com72_5,to-be-discussed-group; other; remove-comment,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_3mgzYZNFCXW9E3n,I think this is a valuable activity and I am glad I have been contacted.,Final open comment — cit73_5,happy-to-know,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_3QezwnYqFJzk4lX,"Knowing that papers I cite may have comments in PubPeer is a great benefit. I always strive to cite the best papers, and this truly helps. Thank you for all your work!",Final open comment — cit74_5,pubpeer-ok; thanks,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_3rcWTvlSYgjIcjl,"I do believe that Pubpeer's post-publication reviews perform an important service to the community especially in cases when there are clear-cut irregularities (or downright misconducts) in publications. However, there are many examples of reviews that address some ket aspects of some publications and which are directed at the authors and/or journal editors. I hardly see any responses to such reviews.",Final open comment — cit75_5,pubpeer-ok-but; fraud;other; to-be-discussed-group,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_4CeXJuTRRzDvF85,"I would like to respectfully suggest that journals implement image screening protocols before publishing articles. This is especially important for journals that charge publication fees. Additionally, higher institutions should consider providing such services to support researchers. It is also essential for students, lecturers, and researchers to be more vigilant and sensitive to these issues in the future to uphold the integrity of scientific research.",Final open comment — cit76_5,responsibility-to-journals; other; students,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_4eeG1uMdJ3mqO9Z,I like being informed of the comments as I have very little time to keep up with such things as I hit various deadlines. I am glad you sent the e-mail.,Final open comment — cit77_5,thanks; time; pubpeer-comment-visibility,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_50C8fS5GXOmtane,"I run the PubPeer plug-in on my browser, I frequently visit the PubPeer site, and I have posted concerns regarding other publications. My experience is that very few authors respond to legitimate concerns raised about their work and publishers do even less.",Final open comment — cit78_5,pubpeer-comment-visibility; action-write-comment; responsibility-to-authors; responsibility-to-journals,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_52yRv2pBYPm1PdZ,Constructive peer feedback post publication is valuable for subsequent research planning. To be valid the comment must be attributable though to encourage constructive dialogue.,Final open comment — cit79_5,constructive; pubpeer-ok-but,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_59g6gnAVK6xm9Et,"i find pubpeer a very dangerous instrument. Public shaming of scientists is not a good way to correct the literature. They get a lot of credit because a couple of fraudulous papers have been unmasked but this is usually not done by pubpeer but by other researchers who are not working anonymously and who go deep into the content of a paper. Pubpeer creates a feeling of negativity, suspicion, risk aversion, all things which do not help the creativity in research. 99% of things indicated on pubpeer are banal but they are still used to discredit researchers. Especially for young starting investigators such anonymous criticism is devastating. Finally the harm to a field is tremendous. Because of a few cases of fraud a whole field is made suspicious. I do not mind that papers are critically reviewed (i do it myself) and there should be more place in the official journals for matters arising, corrections and debate, but the way pubpeer is working is medievial; a scientist is put in the middle of the market place and everybody can anonymously accuse the person of all kind of manipulations without any further process. The fight is also untenable: indicating something aberrant in a figure takes a few minutes, going back in the sometimes more than ten year old files to see where the aberration is coming from takes weeks or months of work, if at all possible to trace it back. As others have shown, many 'mistakes' can be traced back to small aberrations in the processing of the figures, and many of those mistakes have no bad intentions. Most are inconsequential.",Final open comment — cit80_5,pubpeer-not-ok; pubpeer-misuse; anonymity; consequence-reputation; error-not-fraud; constructive; tone; time; old-paper,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_5jEa5FCrHUj2l0R,"What I recognize as a pattern in pubpeer is that all posts (almost) assume fraud/misconduct once they detect anything which may or may not even be an error, and there are some which are done multiple times.  I had few examples where we have made an error and corrected by extracting the raw data from our files.  Some that we were unable to determine whether or not the claim has merit as we were unable to extract the raw data from papers that are published decades ago (or the data in question was produced by our collaborators or where we have been collaborators related one specified or minor aspect of the paper (this actually is  an issue which I believe will be very useful to bring to the attention of PIs and students/fellows).  Lastly, there are posts with nothing (literally nothing, or just expressing opinions, comments about a review, or a name correction).  In summary, and in my experience, the comments are overwhelmingly accusatory and not meritorious.  They have, on the other hand, also identified on few occasions, error that we have made and these, of course, we are happy to correct.  I write these comments because, corrections should be welcome and celebrated, rather than presented in the manner it is generally done (at least as of late that I am aware of).  If it grows further in this direction, it will lose all of its utility.",Final open comment — com81_5,tone; fraud; pubpeer-ok-but; fraud; error-not-fraud; old-paper; data; irrelevant-comment,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_5jZrWLjL79eQIqR,"PPPR comments sometimes go beyond statements of issues with a publication, and attribute motivations or behaviours. Authors are accused of being ""sloppy"" for example in the example sent to me. I am not sure that is helpful. The best and most useful comments focus on clear explanations of issues identified and how they could affect the conclusions of the work.",Final open comment — cit82_5,tone; constructive,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_63KN3ow1loqFH7r,"I think PubPeer is great in terms of finding errors in publication. It encourages authors to be more careful about their work. It is a good idea to notify the authors who has cited the work that contains the error. Once the error is fixed, it is also necessary for PubPeer to acknowledge it (in this case an erratum has been published). Not all the errors are ethical problems but the repetitive offenders need to be highlighted.",Final open comment — cit83_5,pubpeer-ok; pubpeer-comment-visibility; other; to-be-discussed-group,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_6Ey5HDpr5YPBNNV,It could be great that PubPeer could be easily available,Final open comment — cit84_5,pubpeer-comment-visibility,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_6fEc3YK5LsEz7rz,"If there isa better way to know that a PubPeer comments have occured, it woul dbe nice. Otherwise, I seldom check PubPeer although I know PubPeer. Just have no time.",Final open comment — cit85_5,pubpeer-comment-visibility; time,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_6q8p2ibJjgd8WKS,"In the scientific community, competition among researchers is common and, at times, may escalate into complaints, disputes, legal actions, or even unethical behavior. If the community legitimizes platforms such as PubPeer without appropriate checks and accountability, it risks creating a highly toxic environment. Opening the door to unverified and anonymous commentary can fuel unnecessary conflict and damage reputations, encouraging the proliferation of similar platforms and increasing friction among researchers, publishers, and institutions. Such a trend could ultimately undermine trust in the peer-review process and divert focus from constructive scientific advancement.",Final open comment — com86_5,pubpeer-misuse; peer-review-process; pubpeer-control,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_6QswGmYhyVW7qI1,"We cited the paper as part of a review article. I believe that the main conclusion of the cited paper was impacted by the duplication in the figure. The cited paper had no impact on our own studies in that field. The data from the paper commented on PubPeer has been replicated by another lab since, so I currently have no major issue with that paper.",Final open comment — cit87_5,review-article; no-serious-consequence; duplication; correction-done,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_6rBSNAX5cWfelHF,"I think it is important for PPPR to emphasize that it represents the opinions of random people, not necessarily experts or especially not the scientists who devoted time to reviewing the papers. Furthermore, I think PubPeer should not allow comments from unverified and/or anonymous sources or aliases.",Final open comment — cit88_5,anonymity; pubpeer-control,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_7g712i17WvQDj3y,"The allegations were speculative and the AI-algorithms were practiced on publications that were dated 15-20 years ago. The time limit to keep originals expired, though, we had originals to support the results. It was an extensive waste of time, effort and resources to investigate these allegations. Original blots supported the published results. 
Suggestions: Such AI-mediated efforts should be limited to last 5 years (time frame during which the authors will have kept all originals). This will reflect a fair line of query.",Final open comment — cit89_5,time; AI; old-paper; irrelevant-comment,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_7kavyrKLYE2Uq5j,"In my community, PubPeer is not very relevant. The only PubPeer comments I have seen are very low-quality: they take minor issues with aspects of the paper without fundamentally impacting it. It has not, so far, been worth my time to routinely view PubPeer comments.",Final open comment — cit90_5,pubpeer-not-ok; to-be-discussed-group,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_7VIvcHPDjl9SzTw,Pubpeer is a vigilanty policing of scientist by failed scientist. It allows for all kinds of crazy people to develop conspiratory theories and discredit hard working scientists.,Final open comment — cit91_5,pubpeer-not-ok; pubpeer-misuse; pubpeer-control,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_7ZqOJhhMjFGkGlP,I appreciate knowing there was an error reported in a paper that I cited. I learned first time that such a platform exists which can keep us be honest about reporting as well as making sure not to quote a retraction.,Final open comment — cit92_5,happy-to-know; pubpeer-ok,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_82wOEdm4ijXS5zP,"I think PubPeer is an excellent resource and I use it a lot myself. Journals used to have a feature called ""Letters to the Editor"" but this has largely disappeared and/or Journals are extremely reluctant to publish criticisms. PubPeer is not ideal but does offer some kind of alternative means to publicly draw attention to problems with published papers.",Final open comment — cit93_5,pubpeer-ok; responsibility-to-journals,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_84JkcvxYUkC76Jy,"I believe that post-publication platforms such as PubPeer, which allow the unqualified posting of anonymous comments without any verification that they come from genuine scientists or represent constructive scientific critique, risk harming rather than advancing scientific rigor. While the integrity of science and published work is unquestionably critical, it is equally important to remember that there is a person on the receiving end of these comments. The unregulated ability for individuals to barrage authors with anonymous remarks can lead to significant personal harm—something such platforms appear to overlook.

It is essential to strike the right balance. Post-publication peer review is valuable when it fosters open scientific discourse and supports the improvement of research quality. However, it must not be weaponized to damage careers or reputations for personal gain. The purpose of such systems should be to protect the integrity of science while acknowledging that scientists, as individuals, are fallible. Many issues identified post-publication arise from genuine mistakes or differences in interpretation, and these should be addressed in a constructive, respectful manner.

Unfortunately, the tone on PubPeer often departs from constructive dialogue, with accusations that sometimes extend to questioning personal integrity. The veil of anonymity can embolden individuals to make unjustified claims without fear of direct consequences. For this reason, platforms of this nature should require registration with verified institutional or professional email addresses. This would ensure accountability and allow proportionate consequences, including bans, for those who make unfounded or malicious attacks.",Final open comment — com94_5,consequence-psychological; pubpeer-ok-but; tone; anonymity; pubpeer-control; pubpeer-control; expertise; consequence-reputation,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_8AofLV1eEahGnQt,I think this platform can be useful in case of serious flaws and errors in the publications,Final open comment — cit95_5,pubpeer-ok,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_8cnOR4BzZZbFTmg,"I am concerned that post-publication review removes the anonymous, hopefully independent, aspect of traditional peer-review, and replaces it with an opportunity for large (and predominant) lab groups to defend a paper (e.g. to promote an author's career and gain funding) where there are genuine issues and bully or intimidate individuals trying to raise such issues. It's making peer-review vulnerable to social media style tactics for silencing criticisms. Traditional peer-review on the other hand provides a safe means for reviewers to raise concerns, that can't be ""buried"" by allied networks using social media tactics.",Final open comment — cit96_5,peer-review-process; pubpeer-misuse; anonymity; to-be-discussed-group,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_8gcTUrBiBYKlX6V,"Pubpeer started as an interesting platform of discussion, however it became a kind of trash were some people (always anonymous) think they are the godfather of clean science... When a paper published 20 years ago is commented about the relevance of the technique, I questioned myself about who/what is targeted ? the scientific result or the researcher??? Also nowadays some publishers are considering as a relevant source to track integrity. Why not but if so, comments should not be anonymous at all.",Final open comment — cit97_5,pubpeer-ok-but; anonymity; old-paper,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_8I9jzdCeffMEnYd,"Peer review is often less rigorous than is desirable. As a scientist for the last 50 years I have seen the move from rigorous specialist journals to online money-grabbing sites who still try to get pre-publication reviews. Inevitably, time spent decreased and feedback to authors became negligible. For image manipulation (not relevant to my chemical field), the journals should use technology and institutions take punitive action on malefactors. Post-review will go some way to help keep standards up but a link from the article to the comments will be essential to warn any less expert reader of the flaws.",Final open comment — cit98_5,peer-review-process; pubpeer-ok-but; pubpeer-comment-visibility,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_8ImrWGrZyl76oeJ,"It is good to have a platform where colleagues can post errors or obvious manipulation of data in published papers. I definitely do not have the time to go through the effort, and some of the comments verge on the paranoid. We are suffering a bombardment of poor quality publications in low-standard journals that nonetheless keep rising in their impact (which is the only thing grant and career evaluators look at, despite DORA or any other declarations they are supposed to endorse. I think that is one big problem where efforts should be put.",Final open comment — cit99_5,pubpeer-ok; time; research-evaluation; fraud,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_8PzPrJ6ZXhr6Q3i,"It is often the case these days that papers present significant volumes of data of diverse types, analysed using a range of approaches. The data may have been collected over many years by different people. It is not surprising if errors to creep in while collating everything for publication, however often the authors check and double check everything, and however careful the referees are. Correcting these errors post-publication is important, even if they do not impact on the conclusions drawn.

It is unfortunate that this whole endeavour has become so closely associated with concerns about fraud, and that the tone of some of those who help to police the literature has become so shrill. While identifying and addressing fraud is clearly essential, and there is a continuous gradient of issues from serious fraud through to minor inadvertent errors, it is particularly important that correcting inadvertent errors is seen as a normal part of the process of doing high quality research. The goal here is to maintain the robustness of the research record. This will be best achieved if making minor corrections is as positive an experience as possible for all those concerned.",Final open comment — cit100_5,data; pubpeer-ok-but; fraud; tone; error-not-fraud; differentiate-minor-major,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_8r3qU95OEQqj9ER,"I am not sure, if PubPeer provides the most relevant post-publication peer review. Of course, these folks are great in finding cropped and duplicated images, which is important. Yet, PPPR should be more than just hunting for errors and manipulations. Oftentimes, the bigger picture of an article and its scientific take-home message is not considered by the so-called ""Peers"", and authors are simply blamed for making mistakes. I disagree with the tone of the comments on PubPeer and this superficial form of PPPR, as long as it does not reveal a systematic misconduct of the respective researchers.",Final open comment — cit101_5,pubpeer-ok-but; fraud; tone,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1B2SxAvceJW02Ms,The two rows look suspect now that I see the comment,Explain PubPeer concern / citation context — cit102_1,relevant-comment,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
