feedback_id,feedback,title,rating,created_at,channel,product_area,source_dataset
DRUG-40637,"""I started taking Ocella due to complications with a ruptured ovarian cyst. I'm on my 10th day of taking it and I still have my period. I've been getting chest pain and rapid heart beats, I have absolutely no sex drive and I have been experiencing the worst migraines of my life. I will not recommend this pill to anyone.""",Drospirenone / ethinyl estradiol — Birth Control,1.0,2017-08-09,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-00556,"""I've been on Copaxone for 2 years, and symptoms have gotten worst.  I guess there's a reason the side effects make it so appealing to everyone.  My doctor is finally changing it to another medicine, unfortunately due to severe liver side effects.  I am in so much pain and fatigue everyday, I've lost so much of my life, my job, my social life.  Trying to overcome this monster.""",Glatiramer — Multiple Sclerosis,1.0,2010-10-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-38339,"""I had fewer migraines while on Topamax, but the side effects were HORRIBLE for me.  I had tingly/numb fingers, brain fog and problems with word retrieval (not good for a teacher), plus it triggered depression-like side effects.  The side effects were just not worth it.""",Topiramate — Migraine Prevention,1.0,2012-02-09,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-87558,"""I have been taking this for a couple days now and I have been major sweaty and I was running fever. I'm not so much as running fever now but, I'm extremely sweaty all the time. I'm taking this for bronchitis. This is my second time getting bronchitis in one month the medicine I was using the first time didn't work so, I have to try a completely new set plus an inhaler. I can't sleep I took about a 3 hour nap during the day and, it's 3:00am and I can not seem to sleep. My cough hasn't gotten better it's still the same it's mainly the reason I am awake. I'll be fine if I'm siting up but when I lay down I start hacking. Anyways, I'm very sweaty and very awake. """,Benzonatate — Cough,1.0,2017-02-18,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-56021,"""I had my Nexplanon implanted about two years ago. Implant was practically painless. My arm was very sore for two days after implant but I figure it's less painful then giving birth. I have had NO PERIODS since day of implant, no arm pain, cramps, weight loss/gain, or mood swings! I'm scheduled to have a new Nexplanon in 2015.""",Etonogestrel — Birth Control,5.0,2013-12-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-56781,"""I'm on 2 tablets every 8 hours and it helps a lot but more than anything is that it is affordable without insurance.""",Methadone — Pain,5.0,2010-10-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-148894,"""I caught a stomach bug around the middle of November and was extremely nauseous.  I saw my gastroenterologist who prescribed Ondansetron which helped.  I have post infectious IBS thanks to the nasty stomach bug I picked up and experience nausea among other things and this medicine has helped.  I hate feeling nauseous.""",Ondansetron — Nausea/Vomiting,4.0,2016-02-02,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-10990,"""I've been taking this med for almost 10 yrs now. I started when I was 18 it was the first drug my Dr tried...I am almost 28 and I am so upset looking back that I didn't ask more q's or realize that this was the issue. I started at a min dose but I was eventually up to 300mg/day. I thought nothing of this because if the Dr wasn't worried, why should I be? I had been to 3 different Dr that never asked me if at that dose I was having memory problems, etc. I don't remember anyone telling me the major side effect was memory problems, brain fog, etc no kids... I went through college thinking there was something wrong with me 
My new Dr has put me on something else that is safe if my husband and I get pregnant. She also was in shock that for migraine prevention I was taking such a big dose.""",Topamax — Migraine Prevention,1.0,2017-05-02,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-159917,"""Started 4 days ago and already seeing results! Only thing that Has bothered me is the dry sensation around the nose (no dryness was visible but I felt it when smiling) Definitely worth it! Not expensive either!!!""",Adapalene / benzoyl peroxide — Acne,4.0,2017-08-24,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-68217,"""I've had bad reactions to every mood stabilizer I've tried, but this was truly the scariest. I had to withdraw from college because I was sleeping constantly, crying for 8 hours at a time, and hallucinating. I eventually became suicidal and landed myself in the hospital for 2 weeks. I know that everyone reacts differently and finding the bipolar cocktail is a painful trial and error process, but if you have this experience, I wanted you to know you are not alone.""",Seroquel — Bipolar Disorde,1.0,2011-12-09,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-149648,"""I developed sweaty armpits in high school and just dealt with it for many years by layering tshirts and wearing patterns, etc.  Finally about a year ago I talked to my derm about it and he prescribed Hypercare.  I was skeptical but took daily applications to start and then sure enough my armpit sweating reduced easily by 90%.  I was shocked it worked so well!  I only need to re-apply once a week or so.  Been working like that for over a year.  I also have sweaty palms but Hypercare didn't help on my palms.  But I am so grateful for having the armpit issue solved.  Just be sure your armpits are fully dry when you apply to avoid irritation.""",Aluminum chloride hexahydrate — Hyperhidrosis,4.5,2015-03-27,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-139838,"""I've been using Vistaril for over a year now, went up from 25mg once to 4 times a day, I have to take 2-3 for it to work for ONE panic attack, considering I'm in school, this is very bad because it makes me fall asleep in school or driving on the way home. For me this medicine is very ineffective.""",Vistaril — Anxiety,1.0,2011-01-11,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-155057,"""I have been on these patches for 5 years now starting at 5 mg I am now on 20 mg patches and worry if it gets worse what will happen, I cannot go without a patch for even 1 hour, my chemist makes me sign the controlled drug box and I used to get 2 months at a time now they will only give me 1 months worth even though I have been prescribed 2 months, they will not hold the second month for me so I have to get another prescription for the second month. does anyone know how I can get this sorted out.""",Butrans — Chronic Pain,4.5,2016-04-21,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-151077,"""I have on phentermine for 4 years on and off. 3 times total. First time I lost 55 lbs,second 35 lbs and Now I am looking for 40 lbs. I started at 265 in 2009 down to 210 than in 2011 down to 195 than now I am 190 and looking to get in 150's.""",Phentermine — Weight Loss,1.0,2013-11-06,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-61609,"""I took tri-sprintec for almost 3 years. Finally last year as a freshman in college i quit taking it- realizing then only how much i hated it. Tri-sprintec did reduce my cramps and bloating but it made me very moody and irritable. I felt angry a lot and did not realize this until i quit taking the pill. I also gained about 8 pounds with in the first month and my appetite was way up, i was hungry all the time. To make matters worse, my hair started falling out / I was shedding a ton, my hair got a lot thinner. My breasts which are already inconveniently large got even bigger.I feel awful that i put up with this medicine for almost three years- I was naive and thought that these were unavoidable side affects, I would never recommend this pill.""",Ethinyl estradiol / norgestimate — Birth Control,1.0,2010-02-16,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-44384,"""I used Talconex when it first came on the market.  The scratching would keep me up all night and I would use sand paper from the hardware store to file down the hard crust.  I was always bleeding.  I went to the dermatologist again and he told me something new came on the market and told me it works in 75% of the people.  He gave me samples.  I asked if I should file down the crust before applying the samples.  I swear, the next day the crust was gone.  It was like a miracle.  The whole area which had lost its color came back in about a year. I may be 1 of the lucky ones -it never came back -skin clear &soft.""",Taclonex — Psoriasis,5.0,2014-11-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-122386,"""This medicine has definitely improved my quality of life. Within the first 2 weeks of starting metformin, I lost 8 pounds (where before I struggled to lose weight). Now I am in a healthy BMI for my height group. I experienced no nausea while taking this medicine (I took it in the middle of a meal). I did experience some intestinal side effects (gas / diarrhea) for the first week, and the first week I increased my dose.""",Metformin — min),5.0,2011-09-27,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-40209,"""I have only used this medication for about 5 days and have seen immediate results. My feet were so dry, they were cracking. I no longer have any cracks and the peeling is much better.""",X-Viate — Dry Skin,5.0,2011-10-03,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-109869,"""Works pretty good for anxiety if taken the right way.""",Lorazepam — Anxiety,4.0,2012-07-30,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-123004,"""I just had my Mirena removed. I only had it in for about 8 weeks. I was constantly bleeding I was losing so much hair, had really bad cramps and I was always so tired. I lost all desire for sex. And was definitely moody. Around the same time of day I started feeling really sick. I hated it. I called my Dr and told her to get it out. So I went in the next day and got it out! Didn't hurt one bit. I'm having some light bleeding now but I think that's normal. But I feel better then ever!""",Levonorgestrel — Birth Control,1.0,2012-10-27,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-116971,"""I am 13, and for about a year or two I struggled with acne. I literally was obsessed with my skin. I was spending my free time looking up reviews of products and trying everything from cheap over the counter products to expensive department store ones and getting facials with my own money. All I can say is stop wasting your time and money looking for other products other than Epiduo. It took me a couple of months to start working and I'm happy to say that face is acne free. I was also using another product that I got from my Dermatologist called Ziana which was amazing also. I have to admit that my skin is a little more red than usual after using this wonderful product, but it can easily be concealed with a BB cream or tinted moisturizer.""",Epiduo — Acne,5.0,2013-09-11,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-31014,"""Absolute worst pill ever. I switched onto this pill bc I was having spotting and constant yeast infections on other pills. Switched onto minastrin in early December. Immediate weight gain. Not 1-2 lbs, 15lbs. I am an active female. I work out 4-5 times a week for 5-10 miles. I kept gaining weight no matter what. No sex drive. No period which is scary and a problem onto itself. I was just switched to another pill to see if these side effects diminish. Terrible pill. 15 pounds in 5 months. Not worth it. Stay away.""",Ethinyl estradiol / norethindrone — Birth Control,1.0,2015-05-05,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-73688,"""M367 do NOT work as well as other generic brands of this drug. I have used many other generic brand of Norco and I am getting very little pain relief. Just picked these up today from my pharmacy. I was surprised when they were not the yellow ones. 10/325 hydrocodone apap. Stuck with them for a month now as another narcotic will not be prescribed due to new laws. I have, degenetative osteoarthritis of the spine with end stage cervical and lumbar stenosis/ spondylosis and more. Over the top chronic pain.""",Acetaminophen / hydrocodone — Back Pain,2.0,2016-09-22,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-101899,"""So my experience with this was not very good. I had it in for maybe 6 months and I was on my period the entire time, which was the most annoying thing ever. Also, it started messing with my emotions. I got really depressed, my anxiety increased, and it just made my personality change. Other than that, it will prevent pregnancy so thats a plus. When I went to my doctor to get it taken out she said the dosage was too high for me. Everyone should try it at least once because everyone's bodies are different so maybe it would workout for others""",Nexplanon — Birth Control,2.0,2016-10-30,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-80569,"""I've been on this pill for almost a year now, and this is the only birth control I have ever been on. My period is erratic, and has been 4 days late before. I have insane cravings, and went from having regular light easy periods to long painful ones. The second month out of the three month pack is always the better month, but I am certainly switching. Also lost about 10 pounds, and nothing I've tried works to gain it back. Every body is different though! Good luck on your birth control quest!""",Ethinyl estradiol / norgestimate — Birth Control,2.5,2015-06-24,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-76811,"""It did help the sinusitis.  The side effects were awful.  Yeast infection that took 6 pills of diflucan to get rid of.  I had blisters.. most about 2&quot; to 3&quot; in circumference on my legs thighs and back.  It took a while for them to heal too. My joints ached. Definitely on my never to take again list.""",Bactrim DS — Sinusitis,1.0,2017-06-01,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-130049,"""Don't do it.  I went on this birth control because I was sexual active and I wanted something that would also minimize my breakouts. I would typically get a pimple a month. Towards the last week of taking this pill my face broke out worse than it ever has. I had thousands of pimples. It was a mixture of small pimples which are called comedo and big cystic pimples along my jawline. I read reviews saying that you have to stay on the pills for at least three months then things will balance out. I took the pill for another month and things started to get even worse. I was so depressed and anxious. I stopped after my second pack and my face immediately started to improve. If you're not reacting well just stop don't wait. I'm now on lo Loestrin fe""",TriNessa — Acne,1.0,2016-12-21,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-157635,"""I have been taking metformin for 6 months along with birth control pills I've lost 18 pounds in those 6 months I was taking 1000 everyday in Sept 2015 but in DEC 2015 the doc increased me to 1500mg I do still have side effects I haven't become pregnant I'm scared to let the birth control pills go because I'm scared my period won't come on naturally I am pleased with my weight loss I went from 299-281 and I hope to keep losing. I'll let the birth control pills go when I've lost a little more weight. My pcos have been a problem since I was 17 I'm now 35 I hope  I can a least conceive one child of my own""",Metformin — Polycystic Ovary Syndrome,4.5,2016-02-04,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-61970,"""I was on Gilenya (Fingolimod) for 6 months, but because of raised liver function have been take off it. Like most comments I have read, I was so glad to stop injecting after 4 years (avonex) and taking a pill. I have not yet started new treatment but using regular vit d and exersise seems to be working at the moment - (reading comments about insurance cover or not - I am from UK an love the NHS) Gilenya (Fingolimod) did make me feel better and was disappointed to have to stop treatment""",Fingolimod — Multiple Sclerosis,3.5,2015-04-16,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-130562,"""My ENT prescribed this for me and it is so totally amazing.  I have not had headaches, or drowsiness as mentioned by others.  I must be using it properly because I have never tasted it.  All I know is my nose is not running all the time, I don't have to always have a tissue in my hand and I can go for walks without having to pay the consequences of being outside.  It is expensive, but I'm worth it!  LOL""",Dymista — Allergic Rhinitis,5.0,2017-03-18,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-39358,"""I've been on and off birth control for over twenty years.  I went back on two years ago to help with very heavy periods and tendonitis caused by low estrogen.  I was still having break through bleeding and periods every 19 days on strong pills so I asked to be switched to the ring.  I've been on the nuvaring for two months now.  I have not had any break through bleeding.  My period started two days after removing the ring and was very light.  Unfortunately the side effects are not great.  Bad back ache, abdominal tenderness, diarrhea, break outs along my jaw, upper back and hairline, vaginal irritation, headaches, occasional low grade fever, abdominal pain after sex, lack of energy, lack of concentration and I'm extremely cranky.""",NuvaRing — Birth Control,3.5,2013-11-03,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-32432,"""Have not stopped bleeding since I started the pill 3 weeks ago today.  I have gained 10lbs and the non stop bleeding is enough to make me go back to  my painful irregular periods. I am stopping the pill immediately.""",Lo Loestrin Fe — Birth Control,1.0,2011-11-06,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-69508,"""I have a bad neck. I broke it some 20 years ago. However when the weather changes it hurts badly. So I asked the pharmacist what would be the best topical pain reliever and they told me Aspercream. So I put some on my neck last night, before going to bed. I woke up with a rash and burning on my neck.
It's like one of the worst sunburns I've ever had. It worked on my neck pain, but I don't think I can use it anymore,due to the burn I got from it.""",Trolamine salicylate — Pain,4.0,2017-04-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-124098,"""I had my implant inserted in July 2010, and the first 6 months I was very happy! Barely bled, only gained a few lbs and no other side effects. The past year however has been absolute hell. I have 2 weeks of heavy bleeding followed by 1 week of none, continuously. I have also gained about 30lbs without changing my diet or lifestyle at all, as I am an active, healthy person. Also about once every two months I get horrible stabbing pains in my lower pelvis all caused by side-effects. After finally confirming it was the Implanon that is making me ill I have finally got an appointment to get it removed.""",Etonogestrel — Birth Control,1.0,2011-11-09,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-46146,"""I'm on SSD because of severe Social Anxiety Disorder, Bi-polar Disorder II with panic, and OCD.  I've run the gamut with benzos and frankly, am better off without them.  They're too addicting.  Vistaril is a nice alternative.  It's milder and is about 75% as effective as say, Klonopin or Ativan.  It works for me.""",Hydroxyzine — Anxiety,3.0,2011-05-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-147378,"""I am on day 2 of the vivitrol shot. I was a oxi/alcohol user for 3 years and then switched to suboxone detoxed off the subs at 1/4 mg/2mg films . Withdrawals off 1/4 mg were pure hell even.got the vivitrol shot and now I haven't slept in 2 days only 3-4 hours a night.  My alcohol cravings aren't as bad but still want a beer.  My oxi cravings are gone.  I don't hurt or feel restless from the sub withdrawals.  I tried taking melatonin to sleep but it don't help. If this sleep pattern persists I am not getting the shot next month.""",Naltrexone — Opiate Dependence,1.5,2015-09-27,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-09431,"""Well I have been on my period for almost three weeks now. And I have asked a lot of people if they have it and they said yes. But I don't like it BC I feel like I'm as big as a cow""",Etonogestrel — Birth Control,1.0,2015-08-16,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-148767,"""4 days and no change""","Indomethacin — Gout, Acute",1.0,2017-03-30,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-145252,"""I have lost 35 lbs. so far on phentermine. I have a lot of energy, but the trade-off for me is lack of a good nights sleep. I also have noticed that, unless I have been off of it for at least four weeks after being on it for five weeks I don't lose weight and my appetite is not under control. My doctor does this so that I don't become dependent and require more to lose weight. I am trying to get more exercise, but I am not good at getting out there as much as I should. Also, I need to control my carbs better. That, along with the exercise is key for me. Good luck to all of you trying to lose weight. """,Phentermine — Obesity,4.5,2009-12-09,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-136060,"""I received my first series of Orthovisc injections in November 2007. My doctor told me it would last between 9-12 months. It is now June of 2009 and I can rarely tell which knee is the &quot;bad&quot; one. I have returned to playing indoor volleyball for the past two years with no pain. Highly recommend this product.""",Hyaluronan — Osteoarthritis,5.0,2009-06-27,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-90347,"""1 hour after inserting the itching was very very intense!! No burning or pain, but the itch is unbearable!! As soon as I urinated the medicine came out all in the toilet and a huge glob in my panties!! I will never use this again!""",Tioconazole — Vaginal Yeast Infection,1.0,2017-10-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-21914,"""Was on this drug for about four years with Wellbutrin. The combination worked well for the first three years; however developed severe tremors and other side effects.""",Divalproex sodium — Bipolar Disorde,2.0,2016-08-19,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-98065,"""Our seven year old has severe bronchial inflammation due to a reactive airway.  He had severe asthma reactions where he was full of mucus and fighting to breathe.  The first day on Singular he was tired and grouchy, but has had no side effects, sleeps soundly, and has had perfect success with it, along with a daily asthma inhaler.  A great relief""",Singulair — Allergic Rhinitis,5.0,2015-09-05,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-70978,"""This is simply glorified sleeping medication, this was a waste of money, any one with real seasonal allergies run in the other direction.""",Xyzal — Allergies,1.0,2017-05-01,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-36853,"""The only good thing about this pill is pregnancy prevention. I found myself way more irritable on this BC then I've ever been my entire life, anxious to the point of debilitation. Kills your sex drive.""",Aubra — Birth Control,2.0,2017-06-30,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-48274,"""I have been on this pill for over a year now and hate it. I used to be on an estrogen one but my dr said my blood pressure was a bit too high so she switched me (every other time I get my blood pressure checked it's completely normal). I have heavy periods which in my job where I can't just get up and go to the bathroom when I need sucks. I didn't have my period at all during the summer but then it came back with a vengeance. I have had it roughly every two weeks for the past 5 months. I also never know when it's going to start so I am wearing a pad more often than not now. I am going to be telling my dr to take me off this pill when I next go in.""",Camila — Birth Control,1.0,2016-04-30,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-60099,"""I've been struggling with depression and anxiety/panic attacks since I was a kid. I'm now 36. I tried every antidepressant they threw at me from Celexa to Zoloft. None of them worked and came with side effects I couldn't handle. Weight gain and loss of sexual function. When my psychiatrist suggested Wellbutrin I was afraid of more side effects, but I was desperate. I also take Valium and Klonopin for my anxiety so I'm not sure if those might mask any increased anxiety, but I have to say, I noticed a difference the first day. I take 200mg SR in the morning and I've got more energy and almost no interest in smoking, which is a bonus. It's only been a week but I feel an improvement every day. I think I finally found the right one.""",Wellbutrin — Depression,5.0,2015-01-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-99463,"""sad that I'm seeing so many negative reviews! I've been on this stuff about 5 years now and it's the only thing that helps my acne! I don't think I'll ever stop using epiduo. it's changed my life, I now have confidence I never had. people would always say &quot;she's pretty but she has so much acne&quot; to me in high school. everyone teased me. now my skin is clear and I love it! only rated a 9/10 because this doesn't help with scars. but it keeps the acne away so I'm not complaining!""",Epiduo — Acne,4.5,2016-04-26,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-98987,"""I have used for 2 years and I have a little bit less sexual activity but it helps me to be more active in my work. My hair is very much better and I have a little dizziness when getting up fast. Totally I am totally satisfied .""",Propecia — Androgenetic Alopecia,4.5,2017-09-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-134797,"""I had migraine from age of 10 to age 26 when my doctor prescribed inderal 10 mg morn and eveng. No migraines since . Now I am 72 whenever I feel there is a trigger I swallow inderal and as well. works gr8 for migraine.
it has terrible side effects too.i started getting nightmares after the first month of starting inderal.to this day the night mares continue.i feel sleepy the whole day and gained weight which went out of control.
i can tolerate the side effects but happy no more migraine.""",Propranolol — Migraine Prevention,3.0,2016-03-29,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-68822,"""Works great for: anxiety, depression, OCD, PMS, IBS, coping with stress, fibromyalgia, sleeping better, low immunity from stress, headache prevention, helps you think positive rather than negative thoughts. Negative side effects include daytime fatigue, dry mouth, agitation/hyperactivity, harder to orgasm, harder to feel in love/emotional numbness, vivid dreams.""",Fluoxetine — Anxiety and Stress,5.0,2015-02-28,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-131826,"""My daughter took this drug.  Side effects, experiencing past two days and I don't know how many more days:  Continual boxing w/ arms, can't sit still, can not sleep, races around her room. she describes her condition right now as horrific, can not take this any longer.  I am very concerned about her, she lives 5 states away from me.    I would not recommend this drug for anyone.  Doctor described her condition as Akathesia.   Horrible!!""",Citalopram — Depression,1.0,2016-01-26,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-100152,"""When I first got the nexplanon implant I thought it was a godsend because I didn't have to worry about getting pregnant for 3 years but I soon found out it was not so ideal. Within a few months I started growing cysts (one in my breast, wrist, on my jawline, and one on my ovaries) and gaining an incredible amount of weight. It also made my periods much heavier and unpredictable. I literally had almost ALL of the side effects possible. I ended up getting it out early. It wasn't too terrible to get out other than the numbing shot was somewhat painful (felt like getting stung by multiple bees in the same spot) and it was a rather quick procedure. I would not recommend the implant to anyone!""",Nexplanon — Birth Control,1.0,2015-10-29,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-95544,"""I've been in this drug for over 7 weeks now and I have seen no improvement. For the first two weeks or so it got better, then it got worse than how it was to start with. Since then I am to back to how I was to start off with, but if it's not better after three months I'm going back to my dermatologist.""",Epiduo — Acne,1.0,2016-03-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-133968,"""I took my fourth dose (0.6) of Victoza last night. Easiest thing in the world...I've never self administered an injection before and this has been easier and shockingly, without pain! 
It was suggested to me, that to avoid the nausea, I ought to eat less each time I eat and eat s-l-o-w.....which makes me more thoughtful about the food I eat. Thus far, I have had no nausea and I have dropped a few pounds already, which keeps me motivated to keep doing what I'm doing. I'm not happy to be on &quot;shots&quot; but it could be a whole lot worse! I'm looking forward to more weight loss.""","Liraglutide — Diabetes, Type 2",5.0,2010-06-01,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-60592,"""When I got the Implanon I was VERY excited, no pill popping, sticky tape, or possible uterus punctures. Having the procedure done was quick and virtually painless. I hate needles so this was a leap of faith for me. I have had the Implanon for a year now and the only thing I like about it is I am not pregnant. I have one child and want it to stay that way for a bit. I have awful mood swings the kind where I ask myself why I am being so crazy! I have had great skin my whole life and since having it my skin has been awful. No weight gain, infact I lost weight. I don't believe that has anything to do with the Implanon but of my own doing. I also bled for the most part during my year. Time to get it out.""",Implanon — Birth Control,2.5,2011-04-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-151416,"""My doctor started me on this drug after Prozac (which gave me terrible side effects, such as nausea, vomiting, sleeplessness, anxiety) and cipralex/lexapro (which didn't change my mood at all) both didn't work for me. I was about four months shy of my 18th birthday, but, according to my doctor, it was alright since I've achieved my &quot;adult body&quot;. This medication is, by far, the best one I've tried. No side effects at all, and a great improvement to mood. I'm giving it a 9/10 only because it didn't cheer me up the way Prozac did (despite all the side effects) but that could be due to my lifestyle and not the medication.""",Vortioxetine — Major Depressive Disorde,4.5,2017-07-05,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-94572,"""I'm plagued by frequent UTI's and at the first twinge I take two of these and many times it staves off the infection!""",Cranberry — Urinary Tract Infection,4.5,2014-01-28,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-39164,"""I've been on accutane for 1-2 months and I am very happy with the results of this drug. Besides one cystic acne breakout I have been erasing zits more then I have been gaining them. My energy level is terrible though. I'm 6'2 150 pounds and my diet consists of fast food and water. I work so I don't have time to make hearty meals. Before I was on accutane I could handle that fast food diet. It didn't effect my energy at all. My only advice is to take your diet seriously while you are on this pill. It may help a lot! The drug itself is doing its job and for that I'm thankful. God bless.""",Isotretinoin — Acne,5.0,2016-03-08,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-140707,"""Diagnosed with mild hypothyroid a month ago. Started feeling great, but also started getting a rash all over my upper thigh, it isn't itchy or red. It's just raised like poisin oak rash. Waiting to see if it is truly the Armour causing the rash. I haven't seen many people with this side effect. I would hate to stop it (30 mg).""",Thyroid desiccated — Underactive Thyroid,3.5,2013-09-05,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-126615,"""Did not work for me. Was having some side effects from Zoloft, so I went to my MD to change things around a bit.  Zoloft was the only thing I had ever been on, but the tiredness and no libido was getting in the way of my children and marriage.  My doctor put me on Cymbalta and at first I thought that I was really going to like it. I felt more energetic and definitely more patient with my husband and children. BUT then I started getting anxious off and on, which gradually got worse until I couldn't stand it any more.  Now I'm trying a different SNRI, Pristiq.  Time will tell, but Cymbalta was definitely not for me.""",Cymbalta — Anxiety,1.0,2010-08-10,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-58373,"""Ask your doctor to prescribe you Desoxyn. It will change your life. I have had ADHD since I was 14. I am now 36 and I have tried almost all of the medications allowed to try for ADHD and found that Desoxyn had the least side effects of any of them. I know they have to list lots of side effects, however Desoxyn helped me concentrate, made me feel like I was ready for whatever the day was going to throw at me.  This medication is a lifesaver and a miracle. It had less side effects than the other ADHD medications.""",Desoxyn — ADHD,5.0,2013-08-16,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-07251,"""Just finished coming of Oxycontin after 6 years of use. Took Effexor 75mg throughout. Now a member of NA and tried to wean myself off - horrible side effects from the withdrawal, dizziness, panic attacks, severe depression and social withdrawal. Went back on at 75mg and now feel that the drug is pretty hard to get used to again. Can't seem to win.""",Venlafaxine — Depression,3.0,2009-06-12,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
